stay_length,lead_time,adr,hotel,is_canceled,is_repeated_guest,arrival_date_month,is_parking_required
2,12,159.0,City Hotel,0,0,July,0
9,151,145.0,Resort Hotel,1,0,June,0
7,167,164.0,Resort Hotel,0,0,August,1
3,174,115.2,City Hotel,1,0,March,0
4,18,29.0,Resort Hotel,0,0,March,0
3,84,76.5,City Hotel,1,0,August,0
2,102,87.0,City Hotel,0,0,October,0
1,94,42.0,Resort Hotel,1,0,January,0
5,168,91.44,Resort Hotel,1,0,December,0
1,25,156.0,City Hotel,0,0,April,0
4,265,99.0,City Hotel,1,0,August,0
3,122,103.5,City Hotel,0,0,May,0
1,17,130.0,City Hotel,0,0,May,0
3,197,82.5,City Hotel,1,0,October,0
3,220,65.0,City Hotel,1,0,June,0
11,106,110.77,City Hotel,1,0,March,0
4,257,91.0,Resort Hotel,0,0,May,0
4,143,74.8,City Hotel,1,0,March,0
10,93,129.51,City Hotel,1,0,October,0
4,152,82.0,Resort Hotel,0,0,April,1
2,158,89.25,City Hotel,0,0,October,0
2,66,190.8,City Hotel,0,0,October,0
2,24,171.9,Resort Hotel,0,0,August,0
2,213,54.5,Resort Hotel,0,0,May,0
1,32,126.9,City Hotel,0,0,May,0
10,33,64.46,City Hotel,0,0,March,0
4,16,125.0,City Hotel,0,0,May,0
10,26,151.3,Resort Hotel,0,0,August,0
7,200,110.32,Resort Hotel,1,0,August,0
3,133,121.5,City Hotel,0,0,July,0
6,176,203.67,Resort Hotel,0,0,July,0
2,1,27.0,Resort Hotel,0,1,March,0
5,4,90.78,City Hotel,0,0,December,0
3,132,137.7,City Hotel,1,0,August,0
4,104,121.5,Resort Hotel,0,0,July,0
4,36,104.0,City Hotel,1,0,December,0
3,212,105.0,City Hotel,1,0,June,0
5,53,107.0,Resort Hotel,0,0,July,0
3,230,107.1,City Hotel,1,0,July,0
4,148,86.43,City Hotel,0,0,May,0
3,27,118.0,Resort Hotel,1,0,February,0
6,81,106.95,City Hotel,0,0,August,0
4,31,175.0,City Hotel,0,0,June,0
7,36,37.94,Resort Hotel,0,0,January,0
3,177,77.03,City Hotel,0,0,July,0
2,117,120.6,Resort Hotel,0,0,August,0
5,15,88.2,City Hotel,0,0,November,0
4,61,63.58,City Hotel,0,0,March,0
19,5,95.0,City Hotel,0,0,October,0
19,308,116.53,Resort Hotel,1,0,December,0
4,96,64.0,Resort Hotel,1,0,September,0
7,171,96.9,City Hotel,0,0,September,0
2,11,135.0,City Hotel,0,0,October,0
1,84,60.0,Resort Hotel,0,0,September,0
3,41,105.3,City Hotel,0,0,April,0
4,78,38.04,Resort Hotel,0,0,February,0
1,18,95.0,City Hotel,1,1,September,0
4,174,80.1,City Hotel,0,0,August,0
1,1,65.6,City Hotel,0,0,November,0
2,23,109.0,Resort Hotel,0,0,April,1
1,5,108.0,City Hotel,1,0,January,0
3,71,95.0,City Hotel,1,0,September,0
5,164,107.95,City Hotel,1,0,August,0
9,94,73.7,Resort Hotel,0,0,December,0
1,4,64.0,City Hotel,0,0,January,0
3,89,130.5,City Hotel,0,0,April,0
5,146,110.0,Resort Hotel,0,0,June,0
4,24,156.0,City Hotel,0,0,April,0
1,9,90.0,City Hotel,0,0,January,1
2,78,138.6,City Hotel,0,0,October,0
1,3,66.0,City Hotel,0,1,February,0
3,28,142.67,City Hotel,1,0,April,0
10,195,62.28,Resort Hotel,0,0,March,0
2,3,78.0,Resort Hotel,0,0,February,0
2,17,145.0,City Hotel,1,0,April,0
3,44,60.0,City Hotel,0,0,November,0
3,1,109.0,City Hotel,0,0,February,0
4,25,128.0,City Hotel,0,0,May,0
4,100,72.25,City Hotel,0,0,April,0
5,8,57.55,Resort Hotel,1,0,November,0
7,17,128.71,City Hotel,1,0,October,0
4,159,225.48,City Hotel,1,0,August,0
2,46,62.0,City Hotel,0,0,August,0
2,192,123.0,City Hotel,0,0,October,0
5,106,85.0,Resort Hotel,1,0,May,0
9,111,101.5,Resort Hotel,0,0,September,0
1,18,36.0,Resort Hotel,0,0,October,1
3,40,117.9,City Hotel,0,0,June,0
2,64,130.0,City Hotel,0,0,May,0
10,222,48.88,Resort Hotel,0,0,September,0
3,198,90.0,City Hotel,1,0,December,0
1,14,87.0,City Hotel,1,0,November,0
1,20,45.0,Resort Hotel,1,0,March,0
7,217,167.95,City Hotel,1,0,August,0
2,112,95.0,City Hotel,1,0,April,0
4,262,89.2,Resort Hotel,0,0,September,0
2,4,189.0,City Hotel,0,0,August,0
4,35,60.0,City Hotel,0,0,November,0
3,134,198.9,City Hotel,1,0,May,0
4,87,189.0,City Hotel,1,0,June,0
3,4,194.33,City Hotel,0,0,March,0
3,35,69.5,City Hotel,0,0,February,0
7,118,162.86,Resort Hotel,1,0,July,0
4,287,50.5,Resort Hotel,0,0,October,1
3,17,141.0,Resort Hotel,0,0,May,1
5,43,140.0,City Hotel,1,0,August,0
4,54,228.0,City Hotel,0,0,May,0
10,206,131.4,Resort Hotel,0,0,July,0
2,27,106.4,Resort Hotel,0,0,June,0
3,31,120.0,City Hotel,1,0,June,0
2,5,67.0,City Hotel,0,1,May,1
7,114,157.0,Resort Hotel,0,0,May,0
3,159,108.0,City Hotel,0,0,May,0
2,299,62.0,City Hotel,1,0,August,0
4,66,150.0,City Hotel,0,0,July,0
4,72,120.0,City Hotel,0,0,June,0
3,63,102.9,City Hotel,0,0,December,0
2,22,81.0,City Hotel,0,0,February,0
3,8,155.0,City Hotel,1,0,October,0
3,200,157.5,City Hotel,0,0,June,0
4,6,211.41,City Hotel,0,0,September,0
2,36,89.0,Resort Hotel,0,0,September,0
4,397,64.0,Resort Hotel,1,0,September,0
1,17,80.0,City Hotel,0,1,March,0
2,12,72.0,Resort Hotel,0,0,March,0
3,53,147.0,Resort Hotel,0,1,April,0
1,41,110.0,City Hotel,0,0,September,0
5,95,155.0,City Hotel,0,0,August,0
3,91,82.45,City Hotel,0,0,July,0
2,24,141.0,Resort Hotel,1,0,February,0
2,37,65.0,Resort Hotel,0,0,September,0
4,73,74.8,City Hotel,0,0,March,0
3,50,150.0,Resort Hotel,0,0,May,0
1,1,66.0,City Hotel,0,0,January,0
7,215,145.44,Resort Hotel,1,0,August,0
1,2,66.0,Resort Hotel,0,0,October,0
1,5,94.0,City Hotel,0,0,December,0
3,5,127.0,City Hotel,0,0,February,0
4,41,95.0,Resort Hotel,0,0,April,0
4,154,137.5,Resort Hotel,0,0,July,0
1,17,149.0,Resort Hotel,0,0,February,0
3,26,30.6,Resort Hotel,0,0,November,0
6,8,83.7,Resort Hotel,0,0,August,0
2,258,62.8,City Hotel,1,1,July,0
3,141,114.3,City Hotel,1,0,May,0
4,3,82.88,City Hotel,0,0,December,0
4,69,99.45,City Hotel,1,0,February,0
3,126,118.8,City Hotel,1,0,September,0
7,198,90.64,Resort Hotel,1,0,June,0
3,14,34.4,Resort Hotel,0,0,January,0
4,12,131.0,City Hotel,0,0,June,0
4,38,139.95,City Hotel,0,0,April,0
13,238,297.38,Resort Hotel,1,0,August,0
7,71,87.9,Resort Hotel,0,0,August,0
1,2,65.0,City Hotel,0,0,August,0
3,47,120.0,City Hotel,0,0,April,0
6,20,59.0,Resort Hotel,0,0,January,0
3,133,137.7,City Hotel,0,0,July,0
1,193,153.75,Resort Hotel,1,0,July,0
2,30,190.0,City Hotel,1,0,May,0
5,284,169.5,Resort Hotel,0,0,July,1
5,297,82.1,Resort Hotel,0,0,June,0
6,106,95.82,Resort Hotel,0,0,September,0
4,32,129.15,City Hotel,0,0,June,0
4,20,35.1,Resort Hotel,0,0,April,0
6,11,189.0,City Hotel,0,0,August,0
8,98,123.0,Resort Hotel,1,0,May,0
1,53,88.2,City Hotel,1,0,March,0
1,3,116.0,City Hotel,0,0,August,0
4,16,196.0,City Hotel,1,0,October,0
4,29,70.69,City Hotel,0,0,February,0
1,1,121.0,City Hotel,0,0,June,0
3,153,187.5,City Hotel,1,0,May,0
4,27,137.5,City Hotel,0,0,April,1
15,1,31.0,City Hotel,0,0,July,0
2,24,139.0,City Hotel,0,0,August,0
5,41,65.0,City Hotel,0,0,March,1
3,15,151.0,City Hotel,0,0,July,0
2,24,135.0,City Hotel,1,0,May,0
2,74,48.0,Resort Hotel,1,0,February,0
2,33,80.1,City Hotel,0,0,April,0
3,169,137.7,City Hotel,0,0,August,0
3,133,85.0,City Hotel,0,0,May,0
2,70,149.4,City Hotel,1,0,September,0
2,23,160.0,City Hotel,0,0,July,0
2,20,134.1,Resort Hotel,0,0,September,0
5,212,67.5,Resort Hotel,0,0,April,0
2,25,104.0,City Hotel,0,0,October,0
2,65,126.9,City Hotel,1,0,June,0
3,79,120.0,City Hotel,0,0,July,0
2,2,65.0,City Hotel,0,1,December,0
3,24,54.33,Resort Hotel,0,0,December,0
3,77,133.74,City Hotel,0,0,January,1
5,52,73.95,City Hotel,1,0,February,0
4,235,103.06,City Hotel,1,0,September,0
3,121,99.0,City Hotel,0,0,April,0
6,102,155.0,City Hotel,1,0,August,0
7,24,42.4,Resort Hotel,0,0,November,0
2,47,76.32,City Hotel,0,0,January,0
5,142,66.3,Resort Hotel,1,0,March,0
3,279,153.9,City Hotel,1,0,May,0
2,3,81.0,City Hotel,0,0,February,0
3,126,130.5,City Hotel,1,0,August,0
3,16,120.0,City Hotel,1,0,December,0
7,109,74.93,Resort Hotel,0,0,September,0
3,20,88.0,City Hotel,1,0,December,0
4,4,62.0,City Hotel,0,0,August,0
3,206,59.07,City Hotel,0,0,October,0
2,34,35.0,Resort Hotel,0,0,February,0
4,100,140.0,City Hotel,0,0,September,0
1,1,79.0,City Hotel,0,0,February,0
7,93,74.93,Resort Hotel,0,0,September,0
4,40,94.5,City Hotel,0,0,September,0
3,176,137.7,City Hotel,1,0,August,0
6,4,59.67,Resort Hotel,0,0,March,0
5,9,44.56,Resort Hotel,0,0,February,0
1,1,45.0,Resort Hotel,0,0,January,0
4,101,85.0,City Hotel,0,0,May,0
2,353,99.0,City Hotel,1,0,May,0
1,4,91.0,City Hotel,0,0,February,0
4,340,90.05,City Hotel,1,0,July,0
2,15,44.0,Resort Hotel,0,1,December,0
10,248,157.5,Resort Hotel,1,0,August,0
8,103,153.0,City Hotel,0,0,June,1
8,17,168.13,Resort Hotel,1,0,May,0
3,49,151.87,Resort Hotel,0,0,December,1
5,163,98.1,City Hotel,1,0,July,0
1,1,91.0,City Hotel,0,0,February,0
3,146,65.0,City Hotel,0,0,December,0
1,14,107.1,City Hotel,0,0,August,1
2,162,72.0,Resort Hotel,1,0,June,0
3,11,50.0,Resort Hotel,0,0,January,0
2,25,93.0,City Hotel,0,0,March,1
3,5,57.75,Resort Hotel,0,0,November,0
2,1,88.0,City Hotel,0,0,January,0
5,244,125.1,City Hotel,1,0,July,0
2,3,65.0,City Hotel,1,1,September,0
5,52,29.0,Resort Hotel,0,0,November,0
2,77,125.1,City Hotel,0,0,June,1
5,24,127.26,City Hotel,0,0,July,0
9,207,144.0,Resort Hotel,0,0,August,0
1,4,72.0,Resort Hotel,0,0,April,1
1,461,59.0,City Hotel,1,0,October,0
1,5,25.0,Resort Hotel,0,0,January,1
2,59,126.0,City Hotel,0,0,April,0
3,58,158.53,City Hotel,0,0,June,0
2,8,139.0,City Hotel,0,0,March,0
2,182,117.9,City Hotel,0,0,September,0
1,2,181.0,City Hotel,1,0,May,0
2,55,97.2,City Hotel,0,0,March,0
14,20,64.0,Resort Hotel,0,0,January,0
4,33,154.8,City Hotel,0,0,March,0
4,191,101.34,City Hotel,0,0,June,0
10,168,72.0,Resort Hotel,1,0,June,0
5,159,123.3,City Hotel,1,0,October,0
3,16,75.0,City Hotel,1,0,November,0
2,22,92.5,City Hotel,0,0,May,0
2,79,149.4,City Hotel,1,0,August,0
1,4,72.1,City Hotel,0,0,February,0
10,240,99.45,City Hotel,1,0,August,0
7,157,187.0,Resort Hotel,1,0,August,0
6,194,107.1,City Hotel,0,0,July,0
10,45,217.75,City Hotel,0,0,March,0
7,200,91.14,City Hotel,1,0,March,0
3,162,80.0,City Hotel,1,0,May,0
4,145,209.1,Resort Hotel,0,0,August,0
4,68,149.4,City Hotel,0,0,September,0
1,18,68.0,Resort Hotel,0,0,December,0
1,1,45.0,Resort Hotel,0,0,April,0
1,58,182.7,City Hotel,0,0,July,1
11,178,57.11,Resort Hotel,1,0,May,0
2,98,79.2,City Hotel,1,0,December,0
3,7,47.0,Resort Hotel,0,0,March,0
6,1,90.0,City Hotel,0,0,February,1
10,150,92.9,Resort Hotel,0,0,June,0
1,365,122.4,City Hotel,1,0,May,0
2,32,160.0,City Hotel,1,0,June,0
1,31,140.4,City Hotel,0,0,May,0
6,81,83.3,Resort Hotel,0,0,April,0
3,136,175.0,Resort Hotel,0,0,July,0
3,8,103.5,Resort Hotel,0,0,September,0
4,170,130.5,City Hotel,1,0,April,0
2,208,112.5,City Hotel,0,0,August,0
2,98,87.3,Resort Hotel,0,0,July,1
1,207,108.9,City Hotel,0,0,October,0
2,46,171.0,City Hotel,1,0,April,0
1,7,119.0,City Hotel,0,0,March,0
4,181,99.0,City Hotel,0,0,August,0
4,51,202.5,Resort Hotel,0,0,August,0
4,81,210.0,Resort Hotel,0,0,July,1
3,75,89.83,City Hotel,0,0,March,0
3,72,134.82,City Hotel,0,0,August,0
4,94,136.8,City Hotel,1,0,April,0
2,41,75.0,City Hotel,0,0,February,0
3,43,60.0,City Hotel,0,0,November,0
10,163,119.85,Resort Hotel,0,0,August,0
10,180,112.2,Resort Hotel,0,0,July,0
1,167,148.5,City Hotel,0,0,August,0
1,2,68.0,Resort Hotel,0,0,March,0
4,31,152.0,City Hotel,0,0,June,0
5,239,99.0,Resort Hotel,0,0,June,0
7,91,73.5,Resort Hotel,0,0,September,0
3,9,90.1,City Hotel,0,0,January,0
7,62,173.0,Resort Hotel,0,0,August,0
1,9,90.0,Resort Hotel,0,0,September,0
9,205,180.0,Resort Hotel,1,0,June,0
5,230,97.75,Resort Hotel,0,0,September,0
11,90,139.18,Resort Hotel,0,0,September,0
7,165,57.0,Resort Hotel,0,0,October,0
5,251,117.9,Resort Hotel,1,0,July,0
2,217,124.2,City Hotel,0,0,May,1
3,95,126.9,City Hotel,0,0,August,1
7,29,54.86,Resort Hotel,0,0,April,0
4,47,65.0,City Hotel,0,0,March,0
7,220,138.6,City Hotel,1,0,May,0
5,106,126.88,City Hotel,0,0,April,0
2,35,30.0,Resort Hotel,0,0,December,0
2,3,75.0,City Hotel,0,0,November,0
7,27,167.0,Resort Hotel,0,0,May,0
7,214,46.64,Resort Hotel,0,0,March,0
3,131,94.5,City Hotel,1,0,August,0
5,225,80.0,Resort Hotel,0,0,May,1
3,67,89.1,City Hotel,0,0,April,0
8,184,65.29,City Hotel,0,0,October,0
6,94,230.0,Resort Hotel,1,0,August,0
3,11,58.0,Resort Hotel,0,0,March,0
2,197,85.0,Resort Hotel,0,0,April,0
3,3,100.0,City Hotel,1,0,February,0
3,36,109.0,City Hotel,0,0,October,0
3,38,157.33,City Hotel,0,0,October,0
1,21,67.0,City Hotel,1,1,November,0
2,5,84.0,City Hotel,0,0,May,0
3,236,80.1,City Hotel,0,0,July,0
1,44,67.5,Resort Hotel,0,0,November,0
2,25,171.9,Resort Hotel,1,0,August,0
3,9,149.48,City Hotel,0,0,July,0
4,70,9.0,City Hotel,0,0,April,0
3,220,128.0,City Hotel,0,0,September,0
3,13,107.5,City Hotel,0,0,January,0
3,7,29.0,Resort Hotel,0,0,March,0
14,151,113.31,Resort Hotel,0,0,July,0
14,31,52.2,Resort Hotel,0,0,March,0
6,16,76.67,City Hotel,1,0,December,0
4,207,83.76,City Hotel,0,0,July,0
1,1,48.0,Resort Hotel,0,0,February,0
2,23,42.43,Resort Hotel,0,0,February,0
6,50,274.5,City Hotel,1,0,May,0
3,29,60.0,City Hotel,0,0,January,0
3,1,111.65,City Hotel,0,0,September,0
5,68,79.56,City Hotel,0,0,October,0
2,58,95.4,City Hotel,0,0,December,0
2,80,126.9,City Hotel,0,0,May,0
3,47,60.56,Resort Hotel,0,0,December,0
1,12,109.0,Resort Hotel,1,0,June,0
7,55,44.5,Resort Hotel,0,0,September,0
3,47,72.5,City Hotel,0,0,February,0
5,261,166.5,City Hotel,1,0,August,0
2,81,451.5,City Hotel,0,0,December,0
4,191,84.43,City Hotel,0,0,August,0
1,1,45.0,City Hotel,0,0,January,0
4,69,139.5,City Hotel,0,0,July,0
3,126,211.0,Resort Hotel,0,0,August,1
3,210,126.0,Resort Hotel,1,0,August,0
8,147,201.0,Resort Hotel,0,0,August,0
6,26,99.17,City Hotel,0,0,November,0
2,36,184.0,Resort Hotel,1,0,August,0
6,207,152.33,Resort Hotel,1,0,August,0
1,83,137.7,City Hotel,0,0,July,0
3,71,79.2,City Hotel,0,0,November,0
2,9,67.0,City Hotel,0,0,March,1
5,92,58.9,City Hotel,0,0,July,0
3,69,137.7,City Hotel,1,0,April,0
1,3,118.0,City Hotel,0,0,July,0
2,5,106.0,Resort Hotel,0,0,September,0
3,17,148.33,City Hotel,1,0,October,0
4,151,187.0,City Hotel,0,0,May,0
2,29,186.2,City Hotel,0,0,October,0
4,7,126.0,City Hotel,0,0,September,0
7,316,131.59,Resort Hotel,0,0,July,0
1,42,65.0,City Hotel,0,0,March,1
1,79,139.0,City Hotel,0,0,July,0
11,239,184.73,Resort Hotel,0,0,August,0
3,35,65.0,City Hotel,0,0,November,0
3,169,94.5,City Hotel,0,0,July,0
2,71,44.66,Resort Hotel,1,0,October,0
4,51,75.95,City Hotel,0,0,March,0
1,3,86.0,City Hotel,0,0,January,0
8,172,35.05,Resort Hotel,0,0,April,0
3,5,126.0,City Hotel,0,0,April,0
7,160,77.93,Resort Hotel,0,0,September,0
3,63,159.3,City Hotel,0,0,April,0
3,32,270.0,City Hotel,1,0,May,0
2,29,75.0,Resort Hotel,1,0,October,0
4,51,54.71,City Hotel,0,0,March,0
4,79,85.5,City Hotel,1,0,July,0
6,90,160.08,City Hotel,1,0,April,0
1,79,106.2,City Hotel,0,0,March,0
2,2,139.2,Resort Hotel,1,0,July,0
4,238,190.0,Resort Hotel,0,0,August,0
7,142,103.85,Resort Hotel,1,0,September,0
1,1,135.0,City Hotel,0,0,December,0
3,19,90.0,City Hotel,0,1,October,0
2,2,95.0,City Hotel,0,0,November,0
7,63,155.0,Resort Hotel,1,0,April,0
1,219,108.0,City Hotel,0,0,September,0
3,75,168.3,City Hotel,1,0,August,0
1,1,279.0,City Hotel,0,0,August,0
2,152,84.02,Resort Hotel,0,0,December,0
7,20,76.81,City Hotel,0,0,September,0
3,8,68.0,Resort Hotel,0,0,November,0
3,196,164.0,Resort Hotel,1,0,July,0
3,104,80.75,City Hotel,0,0,September,0
1,5,37.0,Resort Hotel,0,0,October,0
5,119,105.74,City Hotel,0,0,June,0
4,129,80.75,City Hotel,0,0,October,0
1,1,95.0,City Hotel,0,0,May,0
5,221,179.1,City Hotel,0,0,July,0
2,153,40.5,Resort Hotel,1,0,March,0
5,87,261.0,Resort Hotel,1,0,August,0
3,14,84.0,Resort Hotel,1,0,December,0
11,42,121.78,City Hotel,0,0,November,0
4,96,99.45,City Hotel,0,0,March,0
6,76,202.33,Resort Hotel,1,0,August,0
7,315,64.8,Resort Hotel,1,0,September,0
7,7,74.31,City Hotel,0,0,January,0
4,28,133.75,City Hotel,0,0,October,0
3,33,194.0,Resort Hotel,0,0,July,1
7,4,99.51,City Hotel,0,0,November,0
3,31,126.9,City Hotel,0,0,May,0
5,16,170.0,City Hotel,0,0,September,0
2,33,179.59,Resort Hotel,0,0,August,1
3,29,98.0,City Hotel,0,0,March,0
7,102,99.9,City Hotel,1,0,July,0
4,23,58.0,Resort Hotel,0,0,March,0
2,4,149.0,City Hotel,0,0,July,0
5,210,177.3,City Hotel,0,0,August,0
7,300,54.0,Resort Hotel,0,0,April,0
4,101,144.0,City Hotel,0,0,May,0
3,34,65.45,Resort Hotel,0,0,March,0
6,32,70.0,City Hotel,0,0,December,0
1,4,57.0,Resort Hotel,0,0,January,1
4,7,37.0,Resort Hotel,0,0,March,1
2,15,81.0,City Hotel,0,0,November,0
7,14,163.0,Resort Hotel,0,0,July,0
7,26,53.71,Resort Hotel,0,0,February,0
1,7,86.0,City Hotel,0,0,March,0
4,357,142.22,Resort Hotel,1,1,August,0
2,40,160.0,City Hotel,1,0,February,0
1,1,71.0,Resort Hotel,0,0,January,0
7,204,55.46,Resort Hotel,0,0,October,1
7,315,86.4,Resort Hotel,1,0,September,0
1,3,51.0,Resort Hotel,0,0,April,1
4,138,298.0,Resort Hotel,1,0,August,0
1,53,190.0,City Hotel,0,0,July,0
3,82,125.0,City Hotel,0,0,August,0
7,190,136.0,Resort Hotel,0,0,September,0
5,8,68.0,City Hotel,0,0,March,0
3,253,92.0,Resort Hotel,0,0,June,0
5,57,74.8,City Hotel,0,0,March,0
4,8,92.17,City Hotel,0,0,April,0
2,6,121.0,Resort Hotel,0,0,April,0
2,11,210.0,City Hotel,1,0,April,0
4,113,140.0,City Hotel,0,0,January,0
8,33,75.0,City Hotel,0,0,January,0
2,67,116.1,City Hotel,1,0,May,0
1,5,115.0,City Hotel,0,0,September,0
5,201,126.0,Resort Hotel,1,0,July,0
3,287,44.5,Resort Hotel,0,0,October,0
2,17,187.0,City Hotel,0,0,July,0
2,105,103.5,City Hotel,0,0,April,0
1,3,155.0,City Hotel,1,0,September,0
5,263,166.05,City Hotel,0,0,July,0
4,71,98.0,Resort Hotel,0,0,October,0
3,40,55.0,Resort Hotel,0,0,January,0
2,86,100.0,City Hotel,1,0,September,0
5,55,74.8,City Hotel,1,0,March,0
4,35,160.0,City Hotel,1,0,August,0
4,7,99.0,City Hotel,0,0,March,0
3,298,90.0,City Hotel,0,0,April,0
7,69,129.57,Resort Hotel,1,0,April,0
4,12,221.0,Resort Hotel,0,0,August,0
4,53,124.1,City Hotel,1,0,March,0
4,16,159.6,City Hotel,1,0,May,0
3,128,70.0,Resort Hotel,0,0,March,0
1,34,98.0,City Hotel,0,0,August,0
5,90,74.8,City Hotel,0,0,December,0
4,182,85.25,City Hotel,1,0,July,0
3,15,85.67,City Hotel,0,0,January,0
1,2,40.0,Resort Hotel,0,0,March,0
3,28,84.0,Resort Hotel,1,0,February,0
5,162,179.1,City Hotel,0,0,July,0
5,78,107.1,City Hotel,0,0,July,0
7,40,127.03,Resort Hotel,1,0,July,0
3,279,139.5,City Hotel,1,0,July,0
2,54,121.68,City Hotel,0,0,September,0
7,253,78.94,Resort Hotel,0,0,April,0
7,253,107.1,Resort Hotel,1,0,June,0
2,9,103.0,City Hotel,1,0,October,0
2,89,126.9,City Hotel,1,0,May,0
1,27,95.0,City Hotel,0,0,May,0
3,6,89.0,City Hotel,0,0,January,0
4,397,70.5,Resort Hotel,0,0,September,0
4,99,74.8,City Hotel,1,0,December,0
1,6,229.0,Resort Hotel,1,0,August,0
2,3,214.0,Resort Hotel,1,0,August,0
5,7,48.4,City Hotel,0,0,January,0
3,1,150.0,City Hotel,0,0,April,0
5,48,60.0,City Hotel,0,0,January,0
1,2,79.0,City Hotel,1,0,February,0
1,11,165.0,Resort Hotel,0,0,June,0
7,52,213.86,Resort Hotel,0,0,August,0
4,57,94.5,City Hotel,1,0,June,0
6,266,34.0,Resort Hotel,0,0,September,0
4,69,135.9,City Hotel,0,0,September,0
1,19,98.0,City Hotel,0,1,October,1
1,130,104.0,City Hotel,1,0,January,0
1,1,73.0,Resort Hotel,0,0,December,0
2,32,219.5,Resort Hotel,0,0,July,0
1,75,79.2,City Hotel,1,0,February,0
4,6,123.2,City Hotel,0,0,August,0
1,1,75.0,Resort Hotel,1,0,June,0
3,38,57.0,Resort Hotel,0,0,June,0
3,34,100.5,City Hotel,1,0,April,0
2,11,81.0,City Hotel,0,0,August,0
3,9,178.33,Resort Hotel,0,0,August,0
1,1,43.0,Resort Hotel,0,0,March,0
2,280,129.6,City Hotel,0,0,January,0
7,198,65.11,Resort Hotel,0,0,September,0
3,193,163.2,City Hotel,0,0,August,0
4,19,81.5,Resort Hotel,0,0,October,0
4,10,67.5,Resort Hotel,0,0,March,0
7,211,129.0,Resort Hotel,0,0,September,0
4,70,88.4,City Hotel,1,0,February,0
30,13,73.89,City Hotel,1,0,January,0
1,3,118.15,City Hotel,0,0,July,0
5,17,97.7,City Hotel,1,0,November,0
4,211,115.63,City Hotel,1,0,August,0
3,82,61.67,Resort Hotel,1,0,March,0
5,115,135.0,City Hotel,0,0,July,0
1,8,105.0,City Hotel,0,0,July,0
10,209,99.02,Resort Hotel,0,0,August,0
2,53,135.0,City Hotel,1,0,July,0
6,90,95.0,City Hotel,0,0,September,0
4,124,75.0,Resort Hotel,1,0,October,0
3,479,112.67,City Hotel,0,0,August,0
1,4,82.0,City Hotel,0,0,March,0
3,150,65.83,City Hotel,0,0,March,0
4,22,115.0,City Hotel,0,0,April,0
4,68,60.0,City Hotel,0,0,November,0
5,64,74.8,City Hotel,1,0,February,0
3,44,133.33,City Hotel,0,0,April,0
7,40,77.23,City Hotel,1,0,February,0
1,72,79.2,City Hotel,1,0,March,0
2,22,55.0,Resort Hotel,0,0,December,0
11,9,63.82,Resort Hotel,0,0,October,0
2,414,95.5,City Hotel,0,0,July,0
7,336,123.5,Resort Hotel,0,0,July,0
4,64,109.65,City Hotel,0,0,May,0
5,4,27.0,Resort Hotel,0,0,November,0
5,64,46.4,City Hotel,0,0,March,0
3,236,54.0,Resort Hotel,0,0,May,1
7,26,166.71,Resort Hotel,0,0,August,0
1,22,83.0,Resort Hotel,0,0,April,1
10,116,149.5,Resort Hotel,0,0,July,0
4,170,126.0,City Hotel,0,0,May,0
3,5,165.0,Resort Hotel,0,0,July,1
3,3,48.0,Resort Hotel,0,1,May,0
3,20,153.0,City Hotel,1,0,May,0
2,28,76.69,City Hotel,0,0,January,0
3,173,144.0,City Hotel,0,0,June,0
1,14,65.0,Resort Hotel,0,0,December,0
14,46,57.72,Resort Hotel,0,0,May,0
1,14,98.0,City Hotel,0,0,July,0
2,20,130.0,City Hotel,1,0,May,0
7,31,229.19,Resort Hotel,0,0,August,0
2,10,95.0,City Hotel,1,0,March,0
6,168,98.6,City Hotel,0,0,July,0
4,277,89.1,City Hotel,1,0,July,0
3,96,85.0,City Hotel,0,0,August,0
1,20,110.0,City Hotel,1,0,May,0
3,21,85.0,City Hotel,0,0,October,0
2,43,158.0,Resort Hotel,0,0,March,0
1,13,45.0,Resort Hotel,0,0,March,0
1,2,72.0,Resort Hotel,0,0,October,1
3,33,40.0,Resort Hotel,0,0,November,0
7,209,54.0,Resort Hotel,1,0,December,0
4,71,120.0,City Hotel,0,0,June,0
7,34,54.71,City Hotel,0,0,December,0
1,171,116.1,Resort Hotel,0,0,September,0
1,1,70.0,Resort Hotel,0,0,March,0
3,62,105.3,City Hotel,0,0,July,0
7,164,94.89,Resort Hotel,0,0,June,0
5,99,236.52,City Hotel,1,0,October,0
2,59,86.0,Resort Hotel,0,0,September,0
7,97,44.1,Resort Hotel,1,0,April,0
7,1,65.0,City Hotel,0,0,November,0
5,118,123.3,City Hotel,1,0,October,0
4,11,52.0,Resort Hotel,0,0,October,0
4,133,72.25,City Hotel,1,0,December,0
3,3,100.0,Resort Hotel,1,0,April,0
2,5,110.11,City Hotel,0,0,September,0
2,31,200.0,Resort Hotel,1,0,July,0
1,2,30.0,Resort Hotel,1,0,January,0
1,12,104.0,City Hotel,0,0,December,0
6,35,141.67,Resort Hotel,1,0,August,0
3,21,117.0,Resort Hotel,1,0,October,0
6,95,176.25,Resort Hotel,0,0,August,0
6,158,204.0,Resort Hotel,0,1,August,1
3,2,91.0,City Hotel,0,0,November,0
6,115,165.3,City Hotel,0,0,August,0
7,238,68.0,Resort Hotel,0,0,May,1
2,61,80.0,City Hotel,1,0,January,0
